Type,Subject,Skill,Taught in year,Level (1-5),Item,Question or text,Choices,Correct answer,Explanation,Reviewer: OK? (Y/N),Reviewer: notes
Question,english,Spelling Patterns,6,5,spelling-patterns#38,Which is the correct spelling?,frequency | frequancy,frequency,"After ""qu"", use -ency.",,
Question,english,Spelling Patterns,6,5,spelling-patterns#39,Which is the correct spelling?,confidence | confidance,confidence,"There is a related word ""confidential"" with a clear ""e"" sound, so use -ence.",,
Question,english,Spelling Patterns,6,5,spelling-patterns#40,Which is the correct spelling?,referring | refering,referring,"The ""fer"" is still stressed (re-FER-ring), so double the ""r"".",,
Question,english,Spelling Patterns,6,5,spelling-patterns#41,Which is the correct spelling?,preferred | prefered,preferred,"The ""fer"" is still stressed (pre-FERRED), so double the ""r"".",,
Question,english,Spelling Patterns,6,5,spelling-patterns#42,Which is the correct spelling?,reference | referrence,reference,"The ""fer"" is no longer stressed (REF-er-ence), so don't double the ""r"".",,
Question,english,Spelling Patterns,6,5,spelling-patterns#43,Which is the correct spelling?,preference | preferrence,preference,"The ""fer"" is no longer stressed (PREF-er-ence), so don't double the ""r"".",,
Question,english,Homophones,6,1,homophones#0,Read the poem ___ to the class.,aloud | allowed,aloud,Aloud means out loud. Allowed means permitted.,,
Question,english,Homophones,6,1,homophones#1,Dogs are not ___ in the shop.,allowed | aloud,allowed,Allowed means permitted. Aloud means out loud.,,
Question,english,Homophones,6,1,homophones#2,A ___ of cows crossed the road.,herd | heard,herd,A herd is a group of animals. Heard is the past tense of hear.,,
Question,english,Homophones,6,1,homophones#3,I ___ a strange noise outside.,heard | herd,heard,Heard is the past tense of hear.,,
Question,english,Homophones,6,1,homophones#4,Camels can survive in the hot ___.,desert | dessert,desert,"A desert is a dry place. Dessert (with two s's, like ""sweet stuff"") is pudding.",,
Question,english,Homophones,6,1,homophones#5,We had ice cream for ___.,dessert | desert,dessert,"Dessert is the sweet course. Remember: dessert has two s's, like ""sweet stuff"".",,
Question,english,Homophones,6,1,homophones#6,The bridge is made of ___.,steel | steal,steel,Steel is a metal. Steal means to take something that isn't yours.,,
Question,english,Homophones,6,2,homophones#7,___ coat is this?,Whose | Who's,Whose,"Whose means ""belonging to whom"". Who's is short for ""who is"" or ""who has"".",,
Question,english,Homophones,6,2,homophones#8,___ coming to the party?,Who's | Whose,Who's,"Who's is short for ""who is"": Who is coming to the party?",,
Question,english,Homophones,6,2,homophones#9,We had a ___ for dinner.,guest | guessed,guest,A guest is a visitor. Guessed is the past tense of guess.,,
Question,english,Homophones,6,2,homophones#10,She ___ the team to victory last year.,led | lead,led,"Led is the past tense of the verb ""lead"".",,
Question,english,Homophones,6,2,homophones#11,Old water pipes were sometimes made of ___.,lead | led,lead,"Lead (rhymes with ""bed"") is also a heavy metal.",,
Question,english,Homophones,6,2,homophones#12,I ___ my friend in the corridor.,passed | past,passed,"Passed is the past tense of the verb ""pass"".",,
Question,english,Homophones,6,2,homophones#13,He walked ___ the shop without stopping.,past | passed,past,Past here shows place: he went by the shop.,,
Question,english,Homophones,6,2,homophones#14,They sailed to a small ___ off the coast.,isle | aisle,isle,An isle is an island. An aisle is a gangway between seats.,,
Question,english,Homophones,6,3,homophones#15,I ___ the piano every day.,practise | practice,practise,"In British English, practise (with s) is the verb.",,
Question,english,Homophones,6,3,homophones#16,Football ___ is on Tuesday.,practice | practise,practice,"In British English, practice (with c) is the noun.",,
Question,english,Homophones,6,3,homophones#17,Can I give you some ___?,advice | advise,advice,Advice (with c) is the noun.,,
Question,english,Homophones,6,3,homophones#18,I ___ you to wear a coat.,advise | advice,advise,"Advise (with s, said with a ""z"" sound) is the verb.",,
Question,english,Homophones,6,3,homophones#19,We need to ___ a clever plan.,devise | device,devise,"Devise (with s) is the verb, meaning to invent or plan.",,
Question,english,Homophones,6,3,homophones#20,A calculator is a useful ___.,device | devise,device,Device (with c) is the noun.,,
Question,english,Homophones,6,3,homophones#21,"Close the window, there's a cold ___.",draught | draft,draught,A draught is a current of air.,,
Question,english,Homophones,6,3,homophones#22,This is only my first ___ of the story.,draft | draught,draft,A draft is a first attempt at writing something.,,
Question,english,Homophones,6,3,homophones#23,The car was ___ at the traffic lights.,stationary | stationery,stationary,"Stationary means not moving. Stationery (e for envelopes) is paper, pens and so on.",,
Question,english,Homophones,6,3,homophones#24,"Pens, paper and envelopes are called ___.",stationery | stationary,stationery,"Stationery: remember ""e for envelopes"".",,
Question,english,Homophones,6,3,homophones#25,After the long walk we felt ___.,weary | wary,weary,Weary means tired. Wary means cautious.,,
Question,english,Homophones,6,3,homophones#26,Be ___ of strangers you meet online.,wary | weary,wary,Wary means cautious. Weary means tired.,,
Question,english,Homophones,6,4,homophones#27,The cold weather may ___ our plans.,affect | effect,affect,Affect is usually a verb. Effect is usually a noun.,,
Question,english,Homophones,6,4,homophones#28,The medicine had a good ___.,effect | affect,effect,Effect is usually a noun: an effect.,,
Question,english,Homophones,6,4,homophones#29,Honesty is an important ___.,principle | principal,principle,A principle is a basic truth or belief.,,
Question,english,Homophones,6,4,homophones#30,The ___ of the college gave a speech.,principal | principle,principal,"A principal is the most important person, such as the head of a college.",,
Question,english,Homophones,6,4,homophones#31,She paid me a lovely ___ about my drawing.,compliment | complement,compliment,A compliment is a nice remark.,,
Question,english,Homophones,6,4,homophones#32,The red scarf is the perfect ___ to her coat.,complement | compliment,complement,"A complement completes something (think ""complete"").",,
Question,english,Homophones,6,4,homophones#33,My uncle has a driving ___.,licence | license,licence,"In British English, licence (with c) is the noun.",,
Question,english,Homophones,6,4,homophones#34,The council will ___ the café to sell food.,license | licence,license,"In British English, license (with s) is the verb.",,
Question,english,Homophones,6,4,homophones#35,Please ___ to the exit.,proceed | precede,proceed,Proceed means go on. Precede means go before.,,
Question,english,Homophones,6,4,homophones#36,A short film will ___ the main film.,precede | proceed,precede,Precede means go in front of or before.,,
Question,english,Homophones,6,4,homophones#37,The shop made a ___ of £50.,profit | prophet,profit,Profit is money made from selling things. A prophet foretells the future.,,
Question,english,Homophones,6,5,homophones#38,The climbers began their ___ of the mountain.,ascent | assent,ascent,Ascent means going up. Assent means agreement.,,
Question,english,Homophones,6,5,homophones#39,The head teacher gave her ___ to the plan.,assent | ascent,assent,Assent means agreement.,,
Question,english,Homophones,6,5,homophones#40,The plane began its ___ into London.,descent | dissent,descent,Descent means going down. Dissent means disagreement.,,
Question,english,Homophones,6,5,homophones#41,There was ___ among the players about the new rules.,dissent | descent,dissent,Dissent means disagreement.,,
Question,english,Homophones,6,5,homophones#42,The rider fitted the ___ onto the horse.,bridle | bridal,bridle,A bridle is the straps used to control a horse. Bridal is to do with a bride.,,
Question,english,Homophones,6,5,homophones#43,The ___ shop sells wedding dresses.,bridal | bridle,bridal,Bridal means to do with a bride.,,
Question,english,Homophones,6,5,homophones#44,We need to ___ the length of these trousers.,alter | altar,alter,Alter means to change. An altar is a table in a church.,,
Question,english,Homophones,6,5,homophones#45,The wizard made a ___ about the future king.,prophecy | prophesy,prophecy,Prophecy (with c) is the noun.,,
Question,english,Homophones,6,5,homophones#46,The old woman claimed she could ___ the future.,prophesy | prophecy,prophesy,Prophesy (with s) is the verb.,,
Question,english,Grammar,6,1,grammar-y6#0,"Which word is a synonym for ""talk""?",speak | run | sleep | laugh,speak,Synonyms have the same or similar meanings: talk and speak.,,
Question,english,Grammar,6,1,grammar-y6#1,"Which word is a synonym for ""old""?",elderly | young | new | tall,elderly,"Old and elderly have similar meanings, so they are synonyms.",,
Question,english,Grammar,6,1,grammar-y6#2,"Which word is a synonym for ""begin""?",start | finish | stop | end,start,Begin and start mean the same thing.,,
Question,english,Grammar,6,1,grammar-y6#3,"Which word is an antonym of ""ancient""?",modern | old | historic | antique,modern,Antonyms have opposite meanings: ancient and modern.,,
Question,english,Grammar,6,1,grammar-y6#4,"Which word is an antonym of ""generous""?",selfish | kind | giving | helpful,selfish,"Generous and selfish are opposites, so they are antonyms.",,
Question,english,Grammar,6,2,grammar-y6#5,"Which is the most formal way to say ""find out""?",discover | check out | suss out | get,discover,"In formal writing, ""discover"" replaces ""find out"".",,
Question,english,Grammar,6,2,grammar-y6#6,"Which is the most formal way to say ""ask for""?",request | go for | beg | shout for,request,"In formal writing, ""request"" replaces ""ask for"".",,
Question,english,Grammar,6,2,grammar-y6#7,"Which is the most formal way to say ""go in""?",enter | pop in | get in | nip in,enter,"In formal writing, ""enter"" replaces ""go in"".",,
Question,english,Grammar,6,2,grammar-y6#8,"Which is the most formal way to say ""help""?",assist | give a hand | sort out | back up,assist,"In formal writing, ""assist"" replaces ""help"".",,
Question,english,Grammar,6,2,grammar-y6#9,Which sentence is the most formal?,"Pupils are requested to arrive by 9 a.m. | Get here by 9, OK? | Don't be late, guys! | Try and be in for 9.",Pupils are requested to arrive by 9 a.m.,"Formal writing avoids chatty words and uses vocabulary like ""requested"".",,
Question,english,Grammar,6,3,grammar-y6#10,"In ""The children will study the animals."", what is the subject?",The children | the animals | will study | study,The children,"The subject is the ""do-er"" and normally comes just before the verb.",,
Question,english,Grammar,6,3,grammar-y6#11,"In ""Year 2 designed puppets."", what is the object?",puppets | Year 2 | designed | There is no object,puppets,The object comes straight after the verb and shows what the verb acts on.,,
Question,english,Grammar,6,3,grammar-y6#12,"In ""Rula's mother went out."", what is the subject?",Rula's mother | out | went | went out,Rula's mother,"The whole noun phrase ""Rula's mother"" is the subject: she did the going out.",,
Question,english,Grammar,6,3,grammar-y6#13,"In ""My brother kicked the ball over the fence."", what is the object?",the ball | My brother | the fence | kicked,the ball,"""The ball"" comes straight after the verb and is what was kicked. ""The fence"" follows the preposition ""over"".",,
Question,english,Grammar,6,4,grammar-y6#14,Which sentence is written in the passive voice?,The window was broken by me. | I broke the window. | I am breaking the window. | I will break the window.,The window was broken by me.,"In a passive sentence the object becomes the subject, with ""be"" + past participle (was broken).",,
Question,english,Grammar,6,4,grammar-y6#15,"Which is the passive version of ""Our dog ate it.""?",It was eaten by our dog. | Our dog has eaten it. | Our dog was eating it. | It ate our dog.,It was eaten by our dog.,"Passive: the object (it) becomes the subject, plus ""was"" + past participle (eaten).",,
Question,english,Grammar,6,4,grammar-y6#16,Which sentence is in the active voice?,The school arranged a visit. | A visit was arranged by the school. | A visit was arranged. | A visit was being arranged.,The school arranged a visit.,In an active sentence the subject does the action: the school arranged.,,
Question,english,Grammar,6,4,grammar-y6#17,"Which sentence uses a question tag, a feature of informal speech?","He's your friend, isn't he? | Is he your friend? | He is your friend. | Your friend is here.","He's your friend, isn't he?","A question tag is a short question added to the end of a statement: ""isn't he?"".",,
Question,english,Grammar,6,4,grammar-y6#18,Which adverbial shows a contrast between ideas?,On the other hand | As a consequence | Furthermore | Firstly,On the other hand,"""On the other hand"" and ""in contrast"" link paragraphs by showing a difference.",,
Question,english,Grammar,6,5,grammar-y6#19,Which sentence uses the subjunctive form?,"If I were you, I would apologise. | If I was you, I would apologise. | I was sure I would apologise. | I am going to apologise.","If I were you, I would apologise.","""If I were"" is the subjunctive, used in formal writing.",,
Question,english,Grammar,6,5,grammar-y6#20,"Choose the verb for formal writing: ""The school requires that all pupils ___ honest.""",be | are | is | were,be,"After ""requires that"", formal English uses the subjunctive ""be"".",,
Question,english,Grammar,6,5,grammar-y6#21,Which adverbial shows a result?,As a consequence | In contrast | On the other hand | However,As a consequence,"""As a consequence"" shows that one thing happened because of another.",,
Question,english,Grammar,6,5,grammar-y6#22,Which sentence uses ellipsis (leaving out words that are expected)?,I wanted to help but I couldn't. | I wanted to help and I helped. | I helped my friend with her homework. | My friend helped me with my homework.,I wanted to help but I couldn't.,"The word ""help"" is left out after ""couldn't"" because the reader can predict it.",,
Question,english,Grammar,6,5,grammar-y6#23,Which of these sentences is passive?,Our cat got run over by a bus. | He received a warning. | We had an accident. | A bus ran over our cat.,Our cat got run over by a bus.,"""Got run over"" is passive: ""get"" + past participle. ""Received"" and ""had"" are just active past tense verbs.",,
Question,english,Punctuation,6,1,punctuation-y6#0,Which sentence means you are inviting Grandma to eat with you?,"Let's eat, Grandma! | Let's eat Grandma!","Let's eat, Grandma!","The comma separates the person being spoken to. Without it, Grandma is on the menu!",,
Question,english,Punctuation,6,1,punctuation-y6#1,Which pair of punctuation marks can show parenthesis (extra information)?,Brackets | Full stops | Question marks | Apostrophes,Brackets,"Brackets, dashes or commas can be used for parenthesis: My sister (who is 15) plays the drums.",,
Question,english,Punctuation,6,1,punctuation-y6#2,Which sentence uses brackets correctly?,My sister (who is 15) plays the drums. | My sister (who is 15 plays) the drums. | (My sister) who is 15 plays the drums. | My sister who (is 15 plays the drums.),My sister (who is 15) plays the drums.,The brackets go around the extra information only. The sentence still makes sense without it.,,
Question,english,Punctuation,6,2,punctuation-y6#3,Which sentence describes a shark that eats people?,A man-eating shark swam past. | A man eating shark swam past.,A man-eating shark swam past.,"The hyphen joins ""man-eating"" into one describing word. Without it, it sounds like a man is eating a shark!",,
Question,english,Punctuation,6,2,punctuation-y6#4,"The sofa was worn out, so we had it ___.",re-covered | recovered,re-covered,Re-cover (with a hyphen) means cover again. Recover means get better or get back.,,
Question,english,Punctuation,6,2,punctuation-y6#5,What does a hyphen help to avoid?,Ambiguity (a sentence having two meanings) | Long sentences | Capital letters | Speech,Ambiguity (a sentence having two meanings),"Hyphens join words so the meaning is clear, like ""man-eating shark"".",,
Question,english,Punctuation,6,3,punctuation-y6#6,Which sentence uses a semi-colon correctly?,It's raining; I'm fed up. | It's; raining I'm fed up. | Because it's raining; I'm fed up. | It's raining I'm; fed up.,It's raining; I'm fed up.,"A semi-colon joins two independent clauses (each could be a sentence on its own). ""Because it's raining"" is not independent.",,
Question,english,Punctuation,6,3,punctuation-y6#7,"Which punctuation mark could join these two independent clauses: ""The film was long ___ I nearly fell asleep.""?",A semi-colon | A comma | An apostrophe | A hyphen,A semi-colon,"A semi-colon (or a dash, or a colon) can mark the boundary between independent clauses. A comma alone cannot.",,
Question,english,Punctuation,6,3,punctuation-y6#8,Which sentence uses a dash to join two independent clauses?,The shop was closed – we went home. | The – shop was closed we went home. | The shop – was closed we went home. | The shop was closed we – went home.,The shop was closed – we went home.,The dash goes at the boundary between the two clauses.,,
Question,english,Punctuation,6,4,punctuation-y6#9,Which sentence uses a colon correctly?,"You will need the following: a pencil, a ruler and a rubber. | You will: need a pencil, a ruler and a rubber. | You will need a pencil: a ruler and a rubber. | You: will need a pencil, a ruler and a rubber.","You will need the following: a pencil, a ruler and a rubber.",A colon can introduce a list after a complete clause.,,
Question,english,Punctuation,6,4,punctuation-y6#10,Which sentence uses a colon correctly between two clauses?,I knew what had happened: the dog had eaten my homework. | I knew: what had happened the dog had eaten my homework. | I knew what: had happened the dog had eaten my homework. | I knew what had happened the dog: had eaten my homework.,I knew what had happened: the dog had eaten my homework.,The colon comes at the boundary between the clauses. The second clause explains the first.,,
Question,english,Punctuation,6,4,punctuation-y6#11,What is a colon used for?,To introduce a list or an explanation | To show a question | To show possession | To end every sentence,To introduce a list or an explanation,"A colon (:) can introduce a list, or a clause that explains the first one.",,
Question,english,Punctuation,6,5,punctuation-y6#12,Which sentence uses semi-colons correctly in a list?,"We visited Paris, France; Rome, Italy; and Madrid, Spain. | We visited Paris; France, Rome; Italy, and Madrid; Spain. | We visited; Paris, France, Rome, Italy, and Madrid, Spain. | We visited Paris France; Rome Italy and; Madrid Spain.","We visited Paris, France; Rome, Italy; and Madrid, Spain.","When list items already contain commas, semi-colons separate the items clearly.",,
Question,english,Punctuation,6,5,punctuation-y6#13,Which punctuation mark introduces a list?,A colon | A semi-colon | A hyphen | An apostrophe,A colon,A colon introduces a list. Semi-colons can separate items within a list.,,
Question,english,Punctuation,6,5,punctuation-y6#14,Which sentence is punctuated correctly?,"I love summer; the days are long and warm. | I love summer, the days are long and warm. | I love summer the days are long and warm. | I love; summer the days are long and warm.",I love summer; the days are long and warm.,"Two independent clauses need a semi-colon (or a full stop), not just a comma.",,
Question,english,Reading Comprehension,6,1,reading-y6#keeper:0,How many steps did Isla climb to reach the lamp room?,"112 | 100 | 23 | 1,000",112,"The first paragraph says she climbed ""the last of the hundred and twelve steps"".",,
Question,english,Reading Comprehension,6,1,reading-y6#keeper:1,Why had Isla's father gone to the mainland?,To fetch a new part for the lamp | To buy food for dinner | To get away from the storm | To visit Isla's school,To fetch a new part for the lamp,"Paragraph 2: ""to fetch a new part for the lamp"".",,
Question,english,Reading Comprehension,6,2,reading-y6#keeper:2,"""The sea hurled itself at the rocks."" Which word is closest in meaning to ""hurled""?",threw | rolled | whispered | floated,threw,To hurl something is to throw it hard. The writer makes the sea sound violent.,,
Question,english,Reading Comprehension,6,3,reading-y6#keeper:3,Why did Isla's fingers tremble as she wound the mechanism?,She was nervous because she had never done it herself before. | She was angry with her father. | The brass handle was hot. | She was excited about going to the mainland.,She was nervous because she had never done it herself before.,"The text says she ""had never been allowed to touch the brass handle herself"", and her father was late in a storm: she is nervous.",,
Question,english,Reading Comprehension,6,3,reading-y6#keeper:4,"The windows were rattling ""like loose teeth"". What does this comparison suggest?",The windows were shaking so much they seemed ready to fall out. | The windows were white and shiny. | Isla had toothache. | The windows were small.,The windows were shaking so much they seemed ready to fall out.,Loose teeth wobble and might fall out. The simile shows how hard the storm was shaking the windows.,,
Question,english,Reading Comprehension,6,4,reading-y6#keeper:5,What does the horn sounding three short blasts most likely mean?,A boat out at sea has seen the light and is signalling back. | The storm is over. | Isla's father is cross with her. | The lamp has broken again.,A boat out at sea has seen the light and is signalling back.,"The horn answers the three sweeps of light, and Isla smiles for the first time: a boat, probably the ferry, has seen it.",,
Question,english,Reading Comprehension,6,4,reading-y6#keeper:6,Which sentence best sums up the whole passage?,"When her father is late, Isla bravely lights the lamp on her own to guide a boat through the storm. | Isla climbs a lighthouse to watch a storm. | Isla's father teaches her how to light the lamp. | A ferry sinks in a storm.","When her father is late, Isla bravely lights the lamp on her own to guide a boat through the storm.","A summary covers the whole passage, not just one part. The first choice only describes the first paragraph.",,
Question,english,Reading Comprehension,6,5,reading-y6#keeper:7,"Why does the writer include her father's promise, ""Back by six"", in paragraph 2?","To show he is late, which builds worry and explains why Isla must act. | To tell us what time the story starts. | To show that her father is always on time. | To describe the weather.","To show he is late, which builds worry and explains why Isla must act.","Straight after the promise we learn it is half past seven. The promise makes his lateness, and the danger, clear.",,
Question,english,Reading Comprehension,6,5,reading-y6#keeper:8,What is most likely to happen next?,Isla's father arrives safely on the ferry. | Isla switches off the lamp and goes to bed. | Isla swims to the mainland. | The lighthouse falls into the sea.,Isla's father arrives safely on the ferry.,"The horn answering the light, and Isla smiling, suggest the ferry has seen the light and will reach safety.",,
Question,english,Reading Comprehension,6,1,reading-y6#great-fire:0,Where did the fire start?,In a bakery on Pudding Lane | In St Paul's Cathedral | In Samuel Pepys's house | In a brick factory,In a bakery on Pudding Lane,"The first sentence says it ""broke out in a bakery on Pudding Lane"".",,
Question,english,Reading Comprehension,6,1,reading-y6#great-fire:1,How long did the fire last?,Four days | One night | Four weeks | Two days,Four days,"Paragraph 4: ""four days later"".",,
Question,english,Reading Comprehension,6,2,reading-y6#great-fire:2,"""Their upper floors jutted out over the street."" What does ""jutted out"" mean here?",stuck out | fell down | were painted | were hidden,stuck out,Jutted out means stuck out. The top floors stuck out so far that houses almost touched.,,
Question,english,Reading Comprehension,6,2,reading-y6#great-fire:3,Which of these helped the fire to spread quickly?,The houses were made of timber and built close together. | The houses were made of brick and stone. | It was raining heavily. | There were no streets.,The houses were made of timber and built close together.,"Paragraph 2: timber houses, narrow streets, a dry summer and a strong wind. Brick and stone came later, when London was rebuilt.",,
Question,english,Reading Comprehension,6,3,reading-y6#great-fire:4,"In this text, what is a ""firebreak""?",A gap that the fire cannot cross | A short rest for the people fighting the fire | A bucket of water | A type of gunpowder,A gap that the fire cannot cross,"The text explains it: ""gaps, called firebreaks, that the fire could not cross"". It isn't a break as in a rest.",,
Question,english,Reading Comprehension,6,3,reading-y6#great-fire:5,Which paragraph explains how people fought the fire?,Paragraph 3 | Paragraph 1 | Paragraph 4 | Paragraph 5,Paragraph 3,"Paragraph 3 describes buckets, squirts and firebreaks.",,
Question,english,Reading Comprehension,6,4,reading-y6#great-fire:6,Why does the writer mention that the summer had been long and dry?,"Dry wood burns easily, so it helps explain why the fire spread so fast. | To show it was a good summer holiday. | Because the fire happened in winter. | To show there was plenty of water.","Dry wood burns easily, so it helps explain why the fire spread so fast.",The sentence is in the paragraph about why the fire spread. Dry timber catches fire more easily.,,
Question,english,Reading Comprehension,6,4,reading-y6#great-fire:7,Why does the text mention Samuel Pepys?,To explain how we know so much about the fire | Because he started the fire | Because he designed the new St Paul's | Because he was the baker,To explain how we know so much about the fire,"""We know a great deal about these days because of people like Samuel Pepys, who described them in his diary.""",,
Question,english,Reading Comprehension,6,5,reading-y6#great-fire:8,How was London different after it was rebuilt?,More buildings were made of brick and stone instead of timber. | The streets were made even narrower. | St Paul's Cathedral was never rebuilt. | All the houses were made of wood again.,More buildings were made of brick and stone instead of timber.,"Compare paragraph 2 (timber houses) with paragraph 5 (""more buildings of brick and stone"").",,
Question,english,Reading Comprehension,6,5,reading-y6#great-fire:9,Which heading would best sum up the last paragraph?,A new London | How the fire started | Pepys's diary | Fighting the flames,A new London,The last paragraph is about rebuilding London and the new St Paul's.,,
Question,english,Reading Comprehension,6,1,reading-y6#leaves:0,What is the green substance in leaves called?,chlorophyll | photosynthesis | carbon dioxide | maple,chlorophyll,"Paragraph 2: ""a green substance called chlorophyll"". Photosynthesis is the process, not the substance.",,
Question,english,Reading Comprehension,6,1,reading-y6#leaves:1,When does the tree stop making chlorophyll?,When the days grow shorter and colder | In the middle of summer | When it rains | When new leaves grow in spring,When the days grow shorter and colder,"Paragraph 3: ""As the days grow shorter and colder, the tree stops making chlorophyll"".",,
Question,english,Reading Comprehension,6,2,reading-y6#leaves:2,"""Many trees put on a spectacular show."" Which word means the same as ""spectacular""?",amazing | boring | noisy | tiny,amazing,Spectacular means amazing and impressive to look at.,,
Question,english,Reading Comprehension,6,2,reading-y6#leaves:3,Which colours were in the leaf all along?,Yellow and orange | Red and purple | Only green | Blue and brown,Yellow and orange,"Paragraph 3: ""Yellow and orange colours, which were in the leaf all along"". The red is made new in autumn.",,
Question,english,Reading Comprehension,6,3,reading-y6#leaves:4,Why can't we see the yellow colours in summer?,The green chlorophyll hides them. | They haven't been made yet. | The sun bleaches them. | Leaves are yellow in summer.,The green chlorophyll hides them.,"Paragraph 2: the green ""hides everything else"". The yellow is already there.",,
Question,english,Reading Comprehension,6,3,reading-y6#leaves:5,The first paragraph ends with a question. Why?,To make the reader curious to find out the answer | Because the writer doesn't know the answer | To tell the reader to stop reading | To list the colours,To make the reader curious to find out the answer,A question at the start of an information text hooks the reader; the rest of the text answers it.,,
Question,english,Reading Comprehension,6,4,reading-y6#leaves:6,Which sentence best sums up paragraph 4?,"A sealing layer forms, the leaf falls, and the tree saves water and energy for winter. | Trees grow new leaves in spring. | Leaves turn yellow and orange. | Chlorophyll helps the tree make food.","A sealing layer forms, the leaf falls, and the tree saves water and energy for winter.","The first choice covers the whole paragraph. ""Trees grow new leaves in spring"" is only its last few words.",,
Question,english,Reading Comprehension,6,5,reading-y6#leaves:7,What is the difference between the yellow and the red colours in autumn leaves?,The yellow was there all along; the red is newly made in autumn by some trees. | Both are newly made in autumn. | The red was there all along; the yellow is new. | There is no difference.,The yellow was there all along; the red is newly made in autumn by some trees.,"Paragraph 3 says yellow and orange ""were in the leaf all along"", but some trees ""make new red colours in autumn"".",,
Question,english,Reading Comprehension,6,1,reading-y6#last-train:0,What time does the station clock say?,Ten past nine | Nine o'clock | Ten to nine | Half past nine,Ten past nine,"Line 1: ""ten past nine"".",,
Question,english,Reading Comprehension,6,2,reading-y6#last-train:1,"""A paper cup goes cartwheeling."" What is the cup doing?",Tumbling over and over in the wind | Being carried by a passenger | Standing still on a bench | Being thrown into a bin,Tumbling over and over in the wind,"A cartwheel turns over and over. The cup is being blown along, turning as it goes.",,
Question,english,Reading Comprehension,6,2,reading-y6#last-train:2,How does the speaker seem to feel on the platform at the start?,Cold and alone | Hot and tired | Excited and busy | Angry and loud,Cold and alone,"The platform is ""cold and bare"" and the air is ""empty"": there is no one else there.",,
Question,english,Reading Comprehension,6,3,reading-y6#last-train:3,"The train's light is first ""a silver thread"". What does this suggest?","At first it is a thin, faint line of light far away. | The train is made of silver. | Someone is sewing. | The light is very close and bright.","At first it is a thin, faint line of light far away.","A thread is thin. Far away, the light looks like a thin line that ""begins to grow"" as the train gets closer.",,
Question,english,Reading Comprehension,6,3,reading-y6#last-train:4,"""The doors sigh open."" Why does the poet use the word ""sigh""?","It makes the doors sound gentle and relieved, like a person breathing out. | Because the doors are broken. | To make the doors sound loud and scary. | Because the train is sad.","It makes the doors sound gentle and relieved, like a person breathing out.",Giving the doors a human action (personification) makes the moment feel calm and welcoming.,,
Question,english,Reading Comprehension,6,4,reading-y6#last-train:5,Which word in verse 2 compares the train to something in space?,comet | thread | rails | silver,comet,A comet is a bright object moving through space: the train's light moving through the dark.,,
Question,english,Reading Comprehension,6,4,reading-y6#last-train:6,"In the last verse, how have the speaker's feelings changed?",They now feel safe and warm instead of cold and lonely. | They feel more frightened than before. | They are angry that the train was late. | Their feelings have not changed.,They now feel safe and warm instead of cold and lonely.,"Verse 1 is ""cold and bare""; verse 3 is ""warm and bright"" and ""safe inside"".",,
Question,english,Reading Comprehension,6,5,reading-y6#last-train:7,How is the poem organised?,"It follows the journey in order: waiting, the train arriving, then riding home. | It starts at home and goes back in time. | Each verse is about a different person. | It is a list of train times.","It follows the journey in order: waiting, the train arriving, then riding home.","Verse 1 waits on the platform, verse 2 sees the train coming, verse 3 is on board heading home.",,
Question,english,Reading Comprehension,6,5,reading-y6#last-train:8,"""I'm swallowed, safe inside."" Why is ""swallowed"" a good choice of word?","It makes the train seem like a creature taking the speaker in, and ""safe"" shows this feels comforting. | It shows the speaker is eating on the train. | It shows the train is dangerous. | It means the speaker is very small.","It makes the train seem like a creature taking the speaker in, and ""safe"" shows this feels comforting.","Swallowed makes the train seem alive, but ""safe"" tells us the feeling is comfort, not fear.",,
Question,english,Reading Comprehension,6,1,reading-y6#library:0,When does the Reading Club meet?,Every Saturday | Every Sunday | After school on Fridays | Once a year,Every Saturday,"Paragraph 2: ""Every Saturday, the Reading Club…"".",,
Question,english,Reading Comprehension,6,1,reading-y6#library:1,Why might the council close the library?,To save money | Because it is too noisy | Because nobody uses it | Because it needs new books,To save money,"Paragraph 1: ""the council may close it next year to save money"".",,
Question,english,Reading Comprehension,6,2,reading-y6#library:2,"""This would be a serious mistake."" Which word could replace ""serious"" without changing the meaning?",big | funny | small | quiet,big,"Here ""serious"" means important or big. It isn't about someone being solemn.",,
Question,english,Reading Comprehension,6,2,reading-y6#library:3,What is the main purpose of this letter?,To persuade the councillor to keep the library open | To tell a story about a library | To complain about her brother | To explain how to use a computer,To persuade the councillor to keep the library open,"The first line says so: ""I am writing to ask you to keep Brookfield Library open.""",,
Question,english,Reading Comprehension,6,3,reading-y6#library:4,"Why does Amara use the words ""Firstly"" and ""Secondly""?","To organise her reasons clearly, one after another | To show her first reason is less important | To show she is unsure | To count the books","To organise her reasons clearly, one after another","Words like ""firstly"" and ""secondly"" signpost each new reason in a persuasive text.",,
Question,english,Reading Comprehension,6,3,reading-y6#library:5,Why does Amara mention her neighbour who is eighty-three?,As an example of someone who needs the librarians' help with technology | To show her neighbour works at the library | Because her neighbour wants the library to close | To show that only older people use the library,As an example of someone who needs the librarians' help with technology,"The neighbour is her example of someone who ""finds technology difficult"" and is helped by the librarians.",,
